,Ticker_x,year,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Pietroski F-Score,Economic growth: the rate of change of real GDP,GDP per capita current U.S. dollars,Inflation: percent change in the Consumer Price Index,Unemployment rate,Net portfolio equity inflows,Economic growth forecast,Inflation forecast,Unemployment rate forecast,Political stability index (-2.5 weak; 2.5 strong),Interest rates on bank credit to the private sector,Open,profit/loss
1753,FLEX,2014,1262555000.0,2102595000.0,775047000.0,0.0591,0.02761,0.02298,0.27288,0.04806,1.29002,1.22773,4.67755,0.16821,0.98412,0.96363,42.83054,3.5431,1.26953,7.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,10.3,0.683
1754,FLEX,2015,1054835000.0,2774555000.0,635418000.0,0.06585,0.02209,0.01819,0.17044,0.03586,1.43086,1.2652,3.75334,0.22403,0.76568,0.7507,42.10291,4.43268,1.09558,6.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,10.5,0.7157
1755,FLEX,2016,1090677000.0,2952143000.0,809178000.0,0.06374,0.02016,0.01339,0.11932,0.02538,2.53213,1.28951,3.70204,0.23442,0.57304,0.56573,42.79065,4.74214,1.45101,5.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,13.59,1.2206
1756,FLEX,2017,1222926000.0,2940642000.0,644807000.0,0.06273,0.02624,0.01684,0.14197,0.03124,1.50468,1.26174,3.54382,0.2144,0.80889,0.79861,48.02189,5.69776,1.21712,7.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,16.57,1.7075
1757,FLEX,2018,804000000.0,3054515000.0,-3598000000.0,0.05791,0.01415,0.00355,0.03129,0.00689,-38.68817,1.19821,3.54163,0.22627,0.17663,0.17545,49.78168,5.6453,-6.83356,3.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,13.19,1.1552
1758,FLEX,2019,781000000.0,2838000000.0,-1935000000.0,0.05531,0.01483,0.00363,0.03108,0.00643,-21.98864,1.26002,3.83575,0.2073,0.17296,0.17173,47.58498,5.56436,-3.80326,3.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,10.57,0.7271
1759,FLEX,2020,1297000000.0,3783000000.0,17000000.0,0.06993,0.03627,0.02541,0.17841,0.03871,0.02773,1.45047,3.60885,0.23889,1.22846,1.21146,48.34469,6.88577,0.03407,6.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,10.85,0.7729
1760,FLO,2010,290980000.0,127302000.0,322586000.0,0.47672,0.07998,0.05325,0.17222,0.10339,2.35383,1.29222,0.66563,0.09604,0.66627,0.66129,12.51264,3.86881,1.56828,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,11.04,0.0
1761,FLO,2011,283664000.0,326174000.0,238459000.0,0.4688,0.06816,0.0445,0.16263,0.07943,1.93197,1.41037,1.04751,0.20989,0.60778,0.60114,13.6564,3.73727,1.17421,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,12.98,0.1757
1762,FLO,2012,321201000.0,607012000.0,281942000.0,0.46627,0.07209,0.04491,0.15853,0.0682,2.07126,1.30847,1.32448,0.30414,0.66399,0.65546,14.78561,4.18829,1.37529,3.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,13.43,0.2165
1763,FLO,2013,403653000.0,923750000.0,337844000.0,0.47162,0.0764,0.06186,0.21455,0.09221,1.4632,1.48698,1.32674,0.36891,1.11041,1.0895,17.95088,5.1756,1.62476,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,21.4,0.9384
1764,FLO,2014,430051000.0,763436000.0,449788000.0,0.47969,0.08031,0.04688,0.15648,0.07295,2.55941,1.45954,1.14504,0.31691,0.83812,0.82471,17.87924,5.35591,2.14509,5.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,18.28,0.6558
1765,FLO,2015,433825000.0,1004707000.0,431215000.0,0.48044,0.07983,0.05007,0.1522,0.06652,2.27926,1.23919,1.2879,0.35327,0.89752,0.88674,17.92519,5.89717,2.04568,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,24.74,1.2409
1766,FLO,2016,436282000.0,958157000.0,449591000.0,0.48398,0.07523,0.04171,0.13534,0.05932,2.74516,1.39991,1.28172,0.34702,0.78545,0.77857,18.83299,5.80343,2.1562,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,15.12,0.3696
1767,FLO,2017,407803000.0,832236000.0,341442000.0,0.48758,0.06659,0.03829,0.12003,0.05644,2.27446,1.28745,1.12663,0.3129,0.71631,0.71338,18.7082,5.96774,1.62923,6.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,18.81,0.7038
1768,FLO,2018,377768000.0,1001536000.0,308496000.0,0.477,0.05912,0.03977,0.1249,0.05523,1.96294,1.35816,1.26147,0.35197,0.74478,0.74261,18.72774,5.9629,1.46196,4.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,18.76,0.6993
1769,FLO,2019,393143000.0,1271011000.0,351794000.0,0.47727,0.06036,0.0399,0.13023,0.05178,2.13807,1.0488,1.5152,0.39997,0.77757,0.77622,19.48893,5.97067,1.6625,4.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,23.08,1.0906
1770,FLO,2020,498462000.0,1305865000.0,502153000.0,0.49951,0.08138,0.03471,0.11094,0.04584,3.29674,1.66275,1.42027,0.39298,0.71922,0.71731,20.71938,6.48305,2.37108,6.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,24.46,1.2156
1782,FOE,2010,255400000.0,294551000.0,336225000.0,0.21796,0.08491,0.00626,0.02293,0.00918,25.53737,1.79867,1.49809,0.20535,0.15341,0.15214,24.4907,6.56478,3.91766,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,13.12,0.0
1783,FOE,2011,135848000.0,309323000.0,26397000.0,0.18903,0.03396,0.00199,0.00728,0.00294,6.22718,1.94342,1.47325,0.21471,0.04922,0.04885,24.74312,6.64501,0.30652,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,6.03,-0.5404
1784,FOE,2012,18944000.0,346776000.0,77190000.0,0.18411,-0.03032,-0.29524,-1.81091,-0.34683,-0.20624,1.57636,4.22128,0.32136,-4.33743,-4.33743,14.69144,2.2428,0.89456,3.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,3.45,-0.737
1785,FOE,2013,174042000.0,312198000.0,185920000.0,0.23362,0.10678,0.06053,0.26271,0.07136,2.5843,1.77027,2.68164,0.30966,0.83185,0.82222,13.74337,3.02389,2.14976,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,9.12,-0.3049
1786,FOE,2014,33707000.0,306667000.0,-80939000.0,0.25646,-0.00151,0.07743,0.25615,0.07885,-0.94037,2.59179,2.24852,0.28095,0.99023,0.99023,12.78907,3.73198,-0.93119,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,14.51,0.1059
1787,FOE,2015,125842000.0,473554000.0,31062000.0,0.28054,0.07884,0.05961,0.19767,0.05231,0.48459,2.53535,2.77867,0.38646,0.73918,0.72484,12.40044,3.64929,0.3582,3.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,10.86,-0.1723
1788,FOE,2016,156320000.0,574485000.0,130495000.0,0.30666,0.09562,-0.01818,-0.08163,-0.01622,-6.26867,2.36566,4.03376,0.4475,-0.24991,-0.24517,13.74933,2.96661,1.5666,4.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,13.8,0.0518
1789,FOE,2017,207702000.0,751627000.0,133739000.0,0.29799,0.11285,0.04085,0.15996,0.03392,2.34408,2.3247,3.71628,0.44681,0.68154,0.66999,16.68489,4.119,1.59759,6.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,22.5,0.7149
1790,FOE,2018,172655000.0,821397000.0,128128000.0,0.31487,0.11043,0.07453,0.20758,0.04419,1.59974,2.29534,3.69733,0.45319,0.95417,0.94133,12.80315,4.48691,1.52642,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,23.39,0.7828
1791,FOE,2019,151490000.0,807565000.0,-4369000.0,0.30359,0.09425,0.00595,0.01631,0.00329,-0.72358,2.31351,3.95573,0.44018,0.07356,0.07284,12.35892,4.39039,-0.05323,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,11.98,-0.0869
1792,FOE,2020,131632000.0,800348000.0,1645000.0,0.30633,0.09525,0.04463,0.09706,0.02183,0.03844,2.40279,3.44722,0.40815,0.52047,0.5155,11.66157,5.22871,0.02,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,12.5,-0.0473
1793,FOSL,2010,416974000.0,9827000.0,352816000.0,0.56885,0.18536,0.12567,0.24266,0.1739,1.38248,3.3604,0.39542,0.0067,3.8261,3.77037,30.44467,15.65371,5.28952,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,54.44,0.0
1794,FOSL,2011,523916000.0,15245000.0,432104000.0,0.56058,0.18385,0.11479,0.26387,0.17938,1.46624,3.15735,0.47104,0.00928,4.65579,4.60724,40.55898,17.47178,6.8265,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,80.12,0.4717
1795,FOSL,2012,554376000.0,77934000.0,598127000.0,0.56222,0.17107,0.12017,0.27683,0.18643,1.74177,2.81262,0.48492,0.04231,5.63331,5.59285,46.8759,20.23549,9.81196,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,85.0,0.5614
1796,FOSL,2013,643532000.0,508154000.0,652219000.0,0.57107,0.17227,0.116,0.35165,0.16954,1.72475,3.00761,1.0741,0.22783,6.5879,6.55649,56.79293,18.61774,11.3625,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,116.26,1.1356
1797,FOSL,2014,662467000.0,626312000.0,609929000.0,0.57018,0.16142,0.10733,0.38291,0.173,1.61911,3.25912,1.21331,0.28763,7.12354,7.09697,66.36835,18.49136,11.53377,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,93.11,0.7103
1798,FOSL,2015,412412000.0,808235000.0,414628000.0,0.54306,0.10058,0.06833,0.2366,0.09366,1.87923,2.94706,1.52606,0.3431,4.52125,4.50979,66.16467,18.8809,8.49648,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,55.71,0.0233
1799,FOSL,2016,249516000.0,636329000.0,274795000.0,0.51874,0.05092,0.02592,0.07767,0.03606,3.48424,3.24973,1.15365,0.29097,1.63844,1.6321,63.20365,20.90402,5.70872,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,27.6,-0.493
1800,FOSL,2017,111996000.0,446086000.0,261970000.0,0.48736,0.01113,-0.1715,-0.82309,-0.28834,-0.54786,2.53588,1.8546,0.26899,-9.86573,-9.86573,57.52585,11.88687,5.40501,4.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,9.41,-0.8271
1801,FOSL,2018,183137000.0,396215000.0,327313000.0,0.5273,0.04547,-0.00137,-0.00591,-0.00221,-94.10955,2.07752,1.67604,0.25153,-0.0707,-0.0707,51.66046,11.90225,6.65324,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,23.15,-0.5748
1802,FOSL,2019,72658000.0,205024000.0,-105588000.0,0.49575,0.00806,-0.02361,-0.10393,-0.03263,2.01638,1.89466,2.185,0.12776,-1.0425,-1.0425,44.15114,10.01501,-2.10209,2.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,12.55,-0.7695
1803,FOSL,2020,-53213000.0,227413000.0,-121308000.0,0.47749,-0.05972,-0.05956,-0.21838,-0.06499,1.26238,1.77337,2.35999,0.15381,-1.87994,-1.87994,31.56239,8.59007,-2.37319,2.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,6.38,-0.8828
1804,FSS,2010,32100000.0,262400000.0,105800000.0,0.23835,0.0327,-0.27752,-0.79538,-0.22982,-0.60216,1.39795,2.46084,0.34323,-3.05035,-3.05035,10.99132,3.83507,1.83681,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,5.42,0.0
1805,FSS,2011,46200000.0,222200000.0,20500000.0,0.22564,0.04821,-0.02062,-0.08128,-0.02009,-1.44366,1.80855,3.04522,0.31442,-0.2283,-0.2283,11.07235,2.80868,0.32958,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,4.37,-0.1937
1806,FSS,2012,66100000.0,157800000.0,160300000.0,0.2363,0.06586,-0.03424,-0.1872,-0.04485,-5.82909,1.7861,3.17427,0.25734,-0.44141,-0.4386,12.89246,2.35795,2.57303,5.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,6.37,0.1753
1807,FSS,2013,73300000.0,92100000.0,-40700000.0,0.24688,0.08739,0.22444,0.45584,0.24814,-0.25438,2.00226,0.83704,0.14283,2.55591,2.53165,11.38818,5.60703,-0.65016,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,12.89,1.3782
1808,FSS,2014,100200000.0,50200000.0,112700000.0,0.26787,0.11385,0.08176,0.17142,0.09671,1.76923,1.94608,0.7726,0.07621,1.01595,1.00157,12.42584,5.92663,1.79745,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,13.19,1.4336
1809,FSS,2015,115900000.0,44100000.0,131600000.0,0.29375,0.1349,0.08268,0.15656,0.09527,2.07244,2.68857,0.64324,0.06617,1.0209,1.00158,12.34727,6.5209,2.11576,7.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,13.78,1.5424
1810,FSS,2016,83000000.0,64000000.0,54300000.0,0.25908,0.09027,0.06187,0.11114,0.0681,1.23973,3.05771,0.63207,0.0995,0.72517,0.71569,11.7202,6.52483,0.89901,4.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,13.25,1.4446
1811,FSS,2017,106900000.0,277700000.0,92500000.0,0.24619,0.08559,0.06856,0.13467,0.06208,1.50162,2.59436,1.16944,0.27985,1.03183,1.01987,15.05025,7.66164,1.54941,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,21.31,2.9317
1812,FSS,2018,159400000.0,210100000.0,132099999.0,0.25893,0.1129,0.08628,0.17733,0.09181,1.40532,2.06864,0.93133,0.20522,1.56928,1.53595,18.18865,8.84975,2.20534,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,27.03,3.9871
1813,FSS,2019,191100000.0,220500000.0,129200000.0,0.26431,0.12249,0.08884,0.16911,0.09309,1.19078,2.25156,0.81655,0.18919,1.80233,1.76136,20.28738,10.65781,2.14618,7.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,33.02,5.0923
1814,FSS,2020,179600000.0,210000000.0,166000000.0,0.25964,0.11921,0.08507,0.13702,0.07958,1.72557,2.73248,0.72169,0.17373,1.59536,1.55916,18.7529,11.64345,2.7529,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,31.85,4.8764
1815,FTK,2010,18893000.0,133136000.0,11516000.0,0.36038,0.03487,-0.34023,14.48248,-0.2706,-0.23028,2.3299,-54.52071,0.72041,-1.94349,-1.94349,5.71225,-0.1342,0.44755,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,1.41,0.0
1816,FTK,2011,58993000.0,101380000.0,44369000.0,0.40891,0.18891,0.10256,0.33896,0.11439,1.67178,3.91884,1.96319,0.43696,0.60006,0.55712,5.85103,1.77029,1.00317,8.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,4.61,2.2695
1817,FTK,2012,69195000.0,31917000.0,39036000.0,0.42074,0.18417,0.15916,0.32179,0.22646,0.784,2.29458,0.42097,0.14517,1.03333,0.92973,6.49223,3.21117,0.81013,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,12.79,8.0709
1818,FTK,2013,73414000.0,62105000.0,65084000.0,0.39758,0.15713,0.0975,0.14486,0.09633,1.79899,2.20032,0.50382,0.16536,0.70459,0.67194,7.22676,4.8641,1.26756,4.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,22.98,15.2979
1819,FTK,2014,66313000.0,44041000.0,61274000.0,0.40883,0.18321,0.16759,0.17497,0.12664,1.14311,2.74021,0.38166,0.10405,0.98334,0.96537,5.86766,5.6136,1.12407,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,26.1,17.5106
1820,FTK,2015,21000000.0,50546000.0,12468000.0,0.36276,0.04543,-0.04987,-0.04579,-0.0334,-0.92616,2.2647,0.37101,0.1254,-0.2472,-0.2448,4.95723,5.39215,0.22894,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,16.95,11.0213
1821,FTK,2016,-8814000.0,48399000.0,-22270000.0,0.23508,-0.09024,-0.26101,-0.17077,-0.1282,0.45329,2.15118,0.33199,0.1263,-0.87596,-0.87187,3.35609,5.12317,-0.39706,3.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,14.66,9.3972
1822,FTK,2017,-260000.0,27950000.0,7847000.0,0.22361,-0.04125,-0.11269,-0.10328,-0.08304,-0.28644,2.13406,0.24365,0.08473,-0.47577,-0.47577,4.22206,4.60056,0.13628,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,4.55,2.227
1823,FTK,2018,-23858000.0,49731000.0,-36940000.0,0.10106,-0.18605,-0.39567,-0.34887,-0.24604,0.52516,2.31171,0.4179,0.17396,-1.21286,-1.21286,3.06532,3.47658,-0.63695,2.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,2.43,0.7234
1824,FTK,2019,-65585000.0,0.0,-37400000.0,-0.24086,-0.62043,-0.28416,-0.19715,-0.14707,1.10276,3.72442,0.34047,0.0,-0.57728,-0.57728,2.03154,2.92815,-0.6366,3.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,2.22,0.5745
1825,FTK,2020,-58649000.0,5665000.0,-80914000.0,-0.66098,-1.16786,-2.5677,-2.89267,-1.58276,0.59299,2.30259,0.82761,0.06571,-1.99745,-1.99745,0.77792,0.69052,-1.18448,1.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,2.27,0.6099
1826,FUL,2010,134625000.0,250721000.0,89522000.0,0.28498,0.07624,0.05639,0.11172,0.06145,1.26306,2.30671,0.81821,0.21736,1.4584,1.42874,25.86113,13.00302,1.84205,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,20.18,0.0
1827,FUL,2011,160112000.0,232296000.0,141249000.0,0.27965,0.08383,0.0617,0.12559,0.07258,1.5852,2.33971,0.73047,0.18921,1.8188,1.78689,29.47654,14.39456,2.88316,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,18.03,-0.1065
1828,FUL,2012,220741000.0,520225000.0,218046000.0,0.27424,0.08659,0.0666,0.1605,0.07032,1.73573,2.28306,1.28231,0.29123,2.53418,2.48177,38.05126,15.70017,4.39866,3.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,30.74,0.5233
1829,FUL,2013,253408000.0,492904000.0,141919000.0,0.27854,0.09368,0.04727,0.10347,0.05166,1.4667,2.20272,1.00286,0.26316,1.93937,1.89223,41.02716,18.64119,2.84447,5.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,45.19,1.2393
1830,FUL,2014,221051000.0,574884000.0,-21809000.0,0.25341,0.07154,0.02365,0.05561,0.02663,-0.43817,2.41216,1.08803,0.30759,0.99534,0.97109,42.08403,17.7988,-0.43613,4.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,39.54,0.9594
1831,FUL,2015,243309000.0,722863000.0,256406000.0,0.27262,0.08064,0.0416,0.09878,0.04244,2.95808,2.29183,1.32729,0.35395,1.72415,1.68661,41.44608,17.36325,5.10017,5.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,34.05,0.6873
1832,FUL,2016,266274000.0,703271000.0,203458000.0,0.28923,0.09004,0.05808,0.12908,0.05918,1.67231,2.07035,1.18119,0.34208,2.42666,2.37299,41.77846,18.70664,4.05812,7.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,46.4,1.2993
1833,FUL,2017,187688000.0,2451910000.0,160899000.0,0.26238,0.04353,0.02577,0.05649,0.01359,2.70792,2.29265,3.1578,0.56066,1.17963,1.15109,45.78207,20.87401,3.19434,4.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,58.11,1.8796
1834,FUL,2018,401072000.0,2247527000.0,322649000.0,0.27233,0.08417,0.0563,0.1486,0.04101,1.88454,1.99173,2.62384,0.53829,3.38416,3.29405,60.10955,22.76624,6.3776,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,52.01,1.5773
1835,FUL,2019,405143000.0,1979116000.0,449360000.0,0.27854,0.09111,0.04516,0.10698,0.03282,3.43503,1.90602,2.25954,0.49655,2.56907,2.51653,56.89317,24.00524,8.82482,5.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,47.4,1.3489
1836,FUL,2020,372532000.0,1773910000.0,424422000.0,0.27117,0.08376,0.04434,0.08953,0.03065,3.43053,1.92363,1.92121,0.43945,2.37743,2.35565,53.61881,26.54396,8.15584,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,47.87,1.3722
1837,G,2010,252020000.0,29329000.0,160362000.0,0.37367,0.14128,0.11294,0.09599,0.07509,1.12787,2.90121,0.27829,0.01549,0.64831,0.63237,5.74056,6.74237,0.73121,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,17.79,0.0
1838,G,2011,294733000.0,358410000.0,312115000.0,0.37211,0.13512,0.11515,0.12837,0.07668,1.69357,1.48848,0.67404,0.14913,0.83177,0.81418,7.22324,6.46782,1.40867,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,14.3,-0.1962
1839,G,2012,343739000.0,745695000.0,359054000.0,0.39128,0.13898,0.0937,0.15209,0.06839,2.01471,2.17985,1.2239,0.28615,0.79669,0.77643,8.50246,5.2232,1.60509,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,16.67,-0.063
1840,G,2013,385987000.0,661926000.0,364756000.0,0.38106,0.14518,0.10775,0.17349,0.08542,1.58785,2.76405,1.03114,0.24613,1.00161,0.97439,9.29589,5.76738,1.5904,7.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,18.87,0.0607
1841,G,2014,373638000.0,788602000.0,331439000.0,0.39543,0.12899,0.08423,0.1494,0.07001,1.72623,1.91043,1.13404,0.28754,0.86939,0.8527,10.32134,5.81912,1.50076,7.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,16.29,-0.0843
1842,G,2015,416991000.0,797966000.0,391091000.0,0.39312,0.13579,0.09745,0.18386,0.08585,1.63079,2.01028,1.14166,0.28565,1.10715,1.09433,11.36182,6.02178,1.80554,7.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,23.55,0.3238
1843,G,2016,422513000.0,897333000.0,314772000.0,0.39523,0.13256,0.1049,0.20887,0.09345,1.16719,1.67776,1.23509,0.31094,1.30369,1.28344,12.42742,6.21985,1.52166,8.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,24.01,0.3496
1844,G,2017,423542000.0,1215913000.0,396877000.0,0.38482,0.12007,0.09613,0.18415,0.07627,1.5084,1.70949,1.41436,0.35248,1.35719,1.33525,14.11772,7.34555,2.04718,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,28.75,0.6161
1845,G,2018,413020000.0,1304128000.0,294178000.0,0.35958,0.11602,0.09398,0.20084,0.0799,1.04311,1.37654,1.51352,0.3695,1.47906,1.45386,15.73774,7.36428,1.54283,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,30.68,0.7246
1846,G,2019,525477000.0,1443305000.0,501759000.0,0.3482,0.12196,0.0866,0.18049,0.06845,1.64575,1.70474,1.63691,0.32403,1.60401,1.5622,18.52191,8.88689,2.6398,5.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,38.89,1.1861
1847,G,2020,555216000.0,1590908000.0,594214000.0,0.3481,0.11827,0.08311,0.16807,0.06326,1.92754,1.4542,1.65698,0.32644,1.61912,1.5746,19.48235,9.63372,3.12092,4.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,42.0,1.3609
1848,GES,2010,423190000.0,16494000.0,485647000.0,0.44233,0.16858,0.11405,0.23339,0.15854,2.00051,3.2798,0.47213,0.01077,2.65574,2.63541,23.28483,11.16082,5.31284,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,41.08,0.0
1849,GES,2011,477940000.0,14395000.0,427562000.0,0.43514,0.16502,0.11639,0.26784,0.17173,1.47686,2.69962,0.55962,0.00854,3.16288,3.14861,27.17374,11.52454,4.67112,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,28.25,-0.3123
1850,GES,2012,497226000.0,12236000.0,491284000.0,0.43014,0.15548,0.09877,0.22078,0.14394,1.85041,3.00327,0.53379,0.00663,3.07783,3.06795,31.16144,13.6286,5.69525,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,25.55,-0.378
1851,GES,2013,364223000.0,10215000.0,325221000.0,0.40138,0.10326,0.06723,0.1619,0.10431,1.81948,2.87616,0.55207,0.00596,2.12106,2.11476,31.54828,12.89877,3.85923,5.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,29.89,-0.2724
