,Ticker_x,year,EBITDA,Total Debt,Free Cash Flow,Gross Profit Margin,Operating Margin,Net Profit Margin,Return on Equity,Return on Assets,Free Cash Flow to Net Income,Current Ratio,Liabilities to Equity Ratio,Debt Ratio,"Earnings Per Share, Basic","Earnings Per Share, Diluted",Sales Per Share,Equity Per Share,Free Cash Flow Per Share,Pietroski F-Score,Economic growth: the rate of change of real GDP,GDP per capita current U.S. dollars,Inflation: percent change in the Consumer Price Index,Unemployment rate,Net portfolio equity inflows,Economic growth forecast,Inflation forecast,Unemployment rate forecast,Political stability index (-2.5 weak; 2.5 strong),Interest rates on bank credit to the private sector,Open,profit/loss
1115,CONN,2014,141471000.0,772892000.0,-362845000.0,0.47681,0.08071,0.0394,0.08951,0.03555,-6.2011,6.24565,1.51779,0.46961,1.61495,1.58572,40.99189,18.04123,-10.01449,3.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,30.21,5.4828
1116,CONN,2015,149859000.0,1249678000.0,-396876000.0,0.48355,0.07049,0.01913,0.05732,0.01523,-12.86262,7.95894,2.76253,0.61703,0.87946,0.86776,45.98045,15.34263,-11.31217,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,23.97,4.1438
1117,CONN,2016,116988000.0,1145242000.0,-62383000.0,0.48456,0.04014,-0.01601,-0.04937,-0.01317,2.44046,6.49819,2.74888,0.58999,-0.83058,-0.83058,51.88615,16.82447,-2.027,5.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,10.28,1.206
1118,CONN,2017,160151000.0,1091012000.0,-169365000.0,0.52485,0.0759,0.00426,0.01208,0.0034,-26.20532,6.58102,2.55244,0.57398,0.2072,0.20338,48.60252,17.15377,-5.42968,7.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,28.2,5.0515
1119,CONN,2018,192839000.0,955331000.0,-53399000.0,0.54696,0.10405,0.04765,0.11912,0.03918,-0.72308,4.26991,2.0403,0.50683,2.33195,2.28109,48.93883,19.5771,-1.68619,7.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,35.6,6.6395
1120,CONN,2019,171360000.0,1026140000.0,-236535000.0,0.54798,0.08714,0.03628,0.08929,0.02582,-4.22354,6.52533,2.45797,0.47314,1.8498,1.81744,50.98769,20.71565,-7.81271,7.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,25.04,4.3734
1121,CONN,2020,71682000.0,609569000.0,51077000.0,0.51782,0.02209,-0.00226,-0.00563,-0.00179,-16.28212,3.98602,2.15008,0.34732,-0.10795,-0.10795,47.69445,19.17224,1.75761,4.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,12.78,1.7425
1122,COO,2010,284337000.0,611136000.0,268172000.0,0.58413,0.16429,0.09737,0.06768,0.04467,2.37735,2.46261,0.51491,0.24203,2.47755,2.42561,25.44514,36.6083,5.89001,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,46.58,0.0
1123,COO,2011,325705000.0,380432000.0,256433000.0,0.60474,0.17099,0.13182,0.09055,0.06684,1.46174,2.02221,0.3546,0.14495,3.74019,3.63141,28.37359,41.30752,5.46719,7.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,78.94,0.6947
1124,COO,2012,394612000.0,373706000.0,266530000.0,0.63939,0.1961,0.17184,0.11221,0.08443,1.07325,2.50564,0.32904,0.12705,5.18312,5.05247,30.16167,45.76526,5.56279,8.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,94.96,1.0386
1125,COO,2013,452356000.0,344657000.0,261332000.0,0.64672,0.20596,0.18653,0.1222,0.0944,0.88243,2.32602,0.29452,0.10986,6.09176,5.96057,32.65916,49.46076,5.37554,7.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,130.0,1.7909
1126,COO,2014,444687000.0,1382351000.0,264332000.0,0.63546,0.17842,0.1571,0.10425,0.06053,0.97953,1.79025,0.7224,0.31006,5.61486,5.50727,35.74158,53.47117,5.49993,4.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,155.5,2.3383
1127,COO,2015,428100000.0,1349211000.0,126400000.0,0.59557,0.13171,0.11324,0.07611,0.04563,0.62113,1.47935,0.66792,0.30252,4.20003,4.13795,37.09032,55.05467,2.60877,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,148.57,2.1896
1128,COO,2016,522400000.0,1333700000.0,394300000.0,0.59645,0.16479,0.13926,0.1016,0.06116,1.43958,1.72515,0.66126,0.29779,5.64509,5.5898,40.53586,55.56059,8.12655,9.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,177.63,2.8134
1129,COO,2017,617500000.0,1172700000.0,505200000.0,0.63852,0.20061,0.17433,0.11742,0.07675,1.35479,2.40646,0.52991,0.24136,7.62577,7.51815,43.74233,64.94274,10.33129,8.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,237.9,4.1073
1130,COO,2018,678200000.0,2022800000.0,796200000.0,0.64446,0.15915,0.05524,0.04229,0.02289,5.69121,2.03336,0.848,0.33091,2.84929,2.81489,51.58452,67.36456,16.21589,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,277.31,4.9534
1131,COO,2019,827500000.0,1826300000.0,506000000.0,0.66209,0.20604,0.17589,0.12862,0.07438,1.08421,1.04754,0.72918,0.29107,9.44737,9.334,53.71255,73.44939,10.24291,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,297.54,5.3877
1132,COO,2020,598900000.0,1793200000.0,190800000.0,0.63137,0.12827,0.09807,0.06233,0.03538,0.80034,1.26862,0.76153,0.26615,4.8554,4.80645,49.50916,77.89409,3.88595,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,314.98,5.7621
1133,COST,2010,2872000000.0,2167000000.0,3067000000.0,0.12767,0.02665,0.01672,0.11921,0.05471,2.3538,1.16347,1.17887,0.09099,2.97074,2.92172,177.711,24.6893,6.99253,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,64.92,0.0
1134,COST,2011,3294000000.0,2153000000.0,3377000000.0,0.12569,0.02743,0.01644,0.11628,0.05463,2.30985,1.13743,1.12845,0.08045,3.3523,3.29953,203.87784,27.52001,7.7433,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,81.72,0.2588
1135,COST,2012,3667000000.0,1381000000.0,3367000000.0,0.12421,0.02783,0.01724,0.13652,0.06297,1.97016,1.10326,1.16808,0.05088,3.94124,3.88963,228.62645,28.50653,7.76486,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,100.63,0.5501
1136,COST,2013,3999000000.0,4998000000.0,3112000000.0,0.1256,0.02903,0.01939,0.18516,0.06733,1.52624,1.19484,1.75,0.16504,4.67939,4.6287,241.32684,24.8611,7.14186,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,115.11,0.7731
1137,COST,2014,4249000000.0,5093000000.0,4030000000.0,0.12591,0.02859,0.01827,0.16444,0.06232,1.95821,1.22037,1.63875,0.15422,4.69121,4.65101,256.7627,28.04467,9.18638,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,125.25,0.9293
1138,COST,2015,4751000000.0,6135000000.0,4100000000.0,0.13024,0.03119,0.02046,0.21922,0.07199,1.72486,1.01451,2.04501,0.18581,5.40897,5.36913,264.41615,24.15947,9.32974,6.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,144.85,1.2312
1139,COST,2016,4927000000.0,5161000000.0,2511000000.0,0.13324,0.03093,0.01979,0.19056,0.07086,1.06851,0.97708,1.68918,0.15563,5.35814,5.32562,270.68641,27.54084,5.72523,7.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,152.22,1.3447
1140,COST,2017,5481000000.0,6573000000.0,6475000000.0,0.13287,0.03186,0.02076,0.24181,0.07371,2.41695,0.98983,2.28071,0.18084,6.11034,6.0757,294.28401,24.58278,14.76837,7.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,164.92,1.5404
1141,COST,2018,5917000000.0,6487000000.0,4880000000.0,0.13014,0.03164,0.02214,0.23918,0.07676,1.55712,1.01822,2.11608,0.15888,7.14685,7.09316,322.85327,29.18714,11.12847,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,235.81,2.6323
1142,COST,2019,6229000000.0,6823000000.0,4701000000.0,0.12977,0.03102,0.02396,0.23479,0.08059,1.28478,1.01067,1.91324,0.15029,8.32054,8.26103,347.24563,34.66248,10.69004,5.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,288.04,3.4368
1143,COST,2020,7080000000.0,7609000000.0,7776000000.0,0.13086,0.03259,0.024,0.21395,0.07204,1.94303,1.13186,1.97011,0.13696,9.04822,9.01552,377.03398,41.33874,17.58095,5.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,345.71,4.3252
1144,COT,2010,173600000.0,619400000.0,159100000.0,0.14767,0.05523,0.03033,0.1022,0.03577,2.90859,1.58134,1.85725,0.40505,0.63911,0.63468,21.06954,6.10132,1.85891,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,7.86,0.0
1145,COT,2011,199200000.0,605500000.0,163300000.0,0.11848,0.0445,0.01611,0.06617,0.02492,4.34309,1.93638,1.65558,0.40129,0.39898,0.39579,24.77266,5.89765,1.73279,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,6.82,-0.1323
1146,COT,2012,209200000.0,603700000.0,151300000.0,0.13894,0.04972,0.02142,0.07738,0.03078,3.139,2.15849,1.51389,0.38553,0.50977,0.50857,23.80252,6.47045,1.60016,8.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,7.92,0.0076
1147,COT,2013,195700000.0,458200000.0,154800000.0,0.13152,0.04542,0.00812,0.02813,0.01194,9.10588,1.43019,1.35556,0.32184,0.17942,0.17776,22.10026,6.27863,1.63377,4.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,7.67,-0.0242
1148,COT,2014,173500000.0,1774300000.0,40000000.0,0.13149,0.02986,0.00476,0.01433,0.00325,4.0,1.07734,3.40476,0.57735,0.10664,0.10428,22.42341,7.36641,0.42654,3.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,6.84,-0.1298
1149,COT,2015,170400000.0,1650800000.0,124700000.0,0.54788,0.03546,-0.00286,-0.00526,-0.00118,-36.67647,1.13428,3.4702,0.57175,-0.033,-0.033,11.52305,6.20457,1.21024,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,10.88,0.3842
1150,COT,2016,195000000.0,2199000000.0,129800000.0,0.52372,0.02705,-0.04793,-0.08904,-0.01975,-1.66838,1.0532,3.5087,0.55816,-0.60644,-0.60644,12.65258,6.76982,1.01177,4.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,14.16,0.8015
1151,COT,2017,273600000.0,2066700000.0,124800000.0,0.49685,0.03745,-0.00062,-0.00158,-0.00034,-89.14286,1.00054,3.62132,0.50492,-0.01007,-0.01007,16.31962,6.32451,0.89734,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,15.04,0.9135
1152,COT,2018,240300000.0,1253200000.0,113600000.0,0.57152,0.0383,0.21379,0.32715,0.12058,0.29668,1.13351,1.71317,0.39465,2.75276,2.70723,12.87591,8.41427,0.8167,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,16.15,1.0547
1153,COT,2019,283400000.0,1550100000.0,207100000.0,0.51276,0.04794,0.00121,0.00249,0.00086,71.41379,1.05711,1.90765,0.45714,0.02145,0.02145,17.70766,8.62421,1.53153,5.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,12.51,0.5916
1154,COT,2020,309400000.0,1654200000.0,171000000.0,0.57021,0.05493,-0.06742,-0.09778,-0.03654,-1.29841,0.8063,1.67629,0.4589,-0.84724,-0.84724,12.56707,8.66475,1.10006,4.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,13.6,0.7303
1155,CPB,2010,1611000000.0,2780000000.0,1416000000.0,0.41037,0.17718,0.10995,0.9085,0.13448,1.67773,0.81695,5.75565,0.44296,2.48235,2.46064,22.57647,2.72353,4.16471,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,35.91,0.0
1156,CPB,2011,1540000000.0,3084000000.0,1396000000.0,0.40431,0.17808,0.1127,0.73449,0.11731,1.73416,0.98693,5.26095,0.44943,2.46933,2.44681,21.91104,3.33742,4.28221,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,32.11,-0.1058
1157,CPB,2012,1424000000.0,2790000000.0,1269000000.0,0.39164,0.16195,0.10787,0.86192,0.11853,1.63953,0.85556,6.27171,0.42726,2.44164,2.42633,22.63407,2.83281,4.00315,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,34.81,-0.0306
1158,CPB,2013,1538000000.0,4453000000.0,1101000000.0,0.36165,0.14046,0.05688,0.37851,0.05503,2.40393,0.67672,5.87851,0.53502,1.4586,1.44479,25.64331,3.8758,3.50637,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,40.56,0.1295
1159,CPB,2014,1627000000.0,4015000000.0,1339000000.0,0.35934,0.15989,0.10474,0.54024,0.10674,1.54619,0.70258,4.06114,0.49488,2.75796,2.74051,26.33121,5.14331,4.26433,7.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,42.51,0.1838
1160,CPB,2015,1459000000.0,4082000000.0,1365000000.0,0.34422,0.14303,0.08241,0.48366,0.08246,2.04955,0.7459,4.86565,0.50539,2.13462,2.1278,25.90385,4.42628,4.375,5.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,50.6,0.4091
1161,CPB,2016,1299000000.0,3533000000.0,1340000000.0,0.36779,0.12448,0.07072,0.36725,0.07184,2.38011,0.74677,4.1122,0.45081,1.82201,1.81029,25.76375,4.93528,4.33657,8.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,54.39,0.5146
1162,CPB,2017,1760000000.0,3536000000.0,1758000000.0,0.41837,0.24704,0.15196,0.53921,0.11481,1.98196,0.79332,3.69666,0.45768,2.9082,2.88925,19.1377,5.36721,5.76393,7.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,46.8,0.3033
1163,CPB,2018,1459000000.0,9516000000.0,1181000000.0,0.35888,0.161,0.03946,0.19009,0.01796,4.5249,0.63884,9.58194,0.65497,0.86711,0.86424,21.97674,4.53156,3.92359,4.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,36.82,0.0253
1164,CPB,2019,1456000000.0,8474000000.0,1308000000.0,0.33218,0.12458,0.02603,0.18975,0.01605,6.19905,0.58109,10.82374,0.64451,0.701,0.69868,26.93355,3.66445,4.34551,4.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,47.0,0.3088
1165,CPB,2020,1444000000.0,6196000000.0,1352000000.0,0.34507,0.12841,0.18732,0.63371,0.13159,0.83047,0.77561,3.81588,0.50081,5.39073,5.35526,28.77815,8.48675,4.47682,7.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,52.81,0.4706
1166,CPRT,2010,282312000.0,975000.0,292454000.0,0.45026,0.30932,0.19618,0.13946,0.12339,1.92877,4.07945,0.13022,0.00079,0.45039,0.44582,2.29573,3.22947,0.86869,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,8.24,0.0
1167,CPRT,2011,310984000.0,375756000.0,374268000.0,0.42751,0.30415,0.19074,0.29968,0.15342,2.24954,1.45156,0.95333,0.3465,0.54983,0.54246,2.88254,1.8347,1.23686,5.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,9.7,0.1772
1168,CPRT,2012,343291000.0,444120000.0,384811000.0,0.44322,0.31933,0.19706,0.32457,0.15782,2.11296,1.72407,1.05661,0.38485,0.71074,0.69285,3.60674,2.18981,1.50176,8.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,13.86,0.682
1169,CPRT,2013,339720000.0,372457000.0,266604000.0,0.40226,0.27045,0.17204,0.23613,0.1349,1.48093,1.2846,0.75037,0.2791,0.72061,0.69357,4.18849,3.05175,1.06717,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,15.94,0.9345
1170,CPRT,2014,357764000.0,302901000.0,363788000.0,0.40273,0.26132,0.15358,0.17806,0.11859,2.0359,1.68775,0.50155,0.20102,0.71081,0.68082,4.6283,3.99187,1.44713,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,15.6,0.8932
1171,CPRT,2015,393294000.0,644514000.0,406513000.0,0.42176,0.3005,0.19177,0.22788,0.12219,1.84961,3.4467,0.86493,0.35833,0.87275,0.83615,4.55104,3.82985,1.61425,6.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,16.43,0.9939
1172,CPRT,2016,456113000.0,640492000.0,392238000.0,0.42933,0.32045,0.21314,0.3491,0.16387,1.4508,1.79102,1.1303,0.38822,1.18141,1.1067,5.54281,3.38418,1.71398,7.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,26.88,2.2621
1173,CPRT,2017,538105000.0,633038000.0,391739000.0,0.43649,0.33195,0.27226,0.35884,0.19885,0.99369,1.94359,0.80457,0.31931,1.72388,1.66327,6.33174,4.80163,1.713,9.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,34.49,3.1857
1174,CPRT,2018,664516000.0,399898000.0,519330000.0,0.4222,0.32424,0.23142,0.26429,0.18108,1.24281,2.55762,0.45955,0.17329,1.80276,1.7276,7.79012,6.82117,2.24049,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,51.48,5.2476
1175,CPRT,2019,801809000.0,401229000.0,485635000.0,0.43994,0.35088,0.28977,0.33271,0.23225,0.82076,2.43673,0.43255,0.15749,2.56712,2.46074,8.85924,7.71569,2.10698,7.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,80.33,8.7488
1176,CPRT,2020,920356000.0,396900000.0,497941000.0,0.45693,0.37002,0.31733,0.28114,0.20256,0.71144,2.70685,0.38792,0.11487,3.00845,2.93383,9.48038,10.70083,2.14033,7.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,103.33,11.54
1177,CPT,2010,303589000.0,2563754000.0,245939000.0,0.61223,0.22079,0.0397,0.01251,0.00494,10.59351,0.07424,1.53314,0.54551,0.33839,0.33839,8.5242,24.5805,3.5847,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,48.28,0.0
1178,CPT,2011,331266000.0,2432112000.0,93840000.0,0.62508,0.24344,0.08042,0.02564,0.01068,1.9004,0.03798,1.40021,0.52619,0.67869,0.67217,8.43948,24.17281,1.28979,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,54.88,0.1367
1179,CPT,2012,397995000.0,2510468000.0,-371571000.0,0.63881,0.26498,0.39917,0.10789,0.05262,-1.31116,0.03509,1.05016,0.46618,3.38287,3.31233,8.47482,30.59613,-4.4355,6.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,64.62,0.3384
1180,CPT,2013,444916000.0,2530766000.0,-130446000.0,0.64367,0.2786,0.41953,0.11982,0.05972,-0.38781,0.01845,1.0062,0.44934,3.85721,3.80098,9.19405,30.86482,-1.49587,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,61.34,0.2705
1181,CPT,2014,432884000.0,2730613000.0,-102299000.0,0.64329,0.26323,0.36468,0.09879,0.04833,-0.35023,0.06897,1.04427,0.45179,3.31603,3.30163,9.09288,31.96497,-1.16138,5.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,68.4,0.4167
1182,CPT,2015,468448000.0,2724687000.0,52760000.0,0.64303,0.26981,0.29567,0.08388,0.04129,0.21162,0.0136,1.03132,0.45129,2.79752,2.78595,9.46156,31.6041,0.59201,4.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,74.1,0.5348
1183,CPT,2016,492259000.0,2480588000.0,148625000.0,0.64839,0.27342,0.92582,0.25841,0.136,0.18129,0.12952,0.90007,0.4115,9.15185,9.11897,9.88516,33.65565,1.65913,6.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,83.56,0.7307
1184,CPT,2017,486470000.0,2204598000.0,120367000.0,0.63957,0.24394,0.21536,0.05514,0.03182,0.6128,0.15386,0.73325,0.35709,2.14671,2.12314,9.96823,37.21749,1.3155,5.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,91.65,0.8983
1185,CPT,2018,546026000.0,2321603000.0,-92232000.0,0.64353,0.25428,0.16199,0.04542,0.0251,-0.59075,0.02391,0.80919,0.37327,1.63986,1.63715,10.12349,34.78093,-0.96874,5.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,93.59,0.9385
1186,CPT,2019,567956000.0,2524099000.0,-236724000.0,0.64783,0.22272,0.21113,0.05933,0.03254,-1.07787,0.08613,0.82307,0.37402,2.23058,2.20984,10.56517,36.85441,-2.40427,7.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,111.0,1.2991
1187,CPT,2020,568936000.0,3166625000.0,153166000.0,0.62667,0.19079,0.11716,0.03524,0.01721,1.2361,0.8543,1.04714,0.43987,1.24678,1.24611,10.6413,34.66222,1.54114,4.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,90.3,0.8703
1188,CR,2010,293141000.0,399720000.0,320308000.0,0.34045,0.10705,0.07074,0.15525,0.05696,2.07763,1.98306,1.7257,0.14768,2.63084,2.5884,37.18911,16.80763,5.46591,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,38.14,0.0
1189,CR,2011,99514000.0,400026000.0,19560000.0,0.3388,0.01463,0.01052,0.03201,0.00925,0.7433,1.9363,2.45905,0.14068,0.45277,0.44448,43.0208,13.99781,0.33655,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,35.32,-0.0739
1190,CR,2012,367704000.0,400215000.0,435074000.0,0.33699,0.12037,0.08414,0.23399,0.07509,2.00501,2.30621,2.11619,0.13849,3.77754,3.72245,44.89786,15.98773,7.57401,7.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,40.29,0.0564
1191,CR,2013,423700000.0,874996000.0,517300000.0,0.34042,0.13405,0.08458,0.18071,0.06166,2.35672,1.71788,1.93051,0.24581,3.79102,3.73299,44.82383,20.79998,8.93437,4.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,61.64,0.6162
1192,CR,2014,392100000.0,850000000.0,468200000.0,0.34745,0.10814,0.06588,0.17999,0.05584,2.42968,1.8675,2.22324,0.24632,3.28279,3.23322,49.82964,18.05451,7.97615,6.0,2.53,55049.99,1.6,6.17,154312.0,2.29,0.52,6.16,0.58,3.25,63.09,0.6542
1193,CR,2015,439900000.0,794200000.0,495100000.0,0.34826,0.13607,0.08352,0.19891,0.0686,2.16295,2.10108,1.89964,0.23801,3.93976,3.89286,47.16867,19.61102,8.52151,7.0,3.08,56863.37,0.1,5.28,-187306.0,2.71,0.7,5.28,0.68,3.26,46.77,0.2263
1194,CR,2016,267700000.0,745300000.0,284400000.0,0.36015,0.07289,0.04469,0.10718,0.03582,2.31596,2.52631,1.99206,0.21742,2.09915,2.07083,46.97436,19.3812,4.86154,7.0,1.71,58021.4,1.3,4.87,-139700.99,1.67,2.18,4.88,0.4,3.51,62.6,0.6413
1195,CR,2017,461100000.0,743500000.0,683400000.0,0.36436,0.13941,0.06167,0.1274,0.04781,3.97788,1.81313,1.66481,0.2069,2.89226,2.84437,46.90236,22.64646,11.50505,6.0,2.33,60109.66,2.1,4.36,149634.01,2.26,2.17,4.35,0.29,4.1,79.9,1.0949
1196,CR,2018,597400000.0,949200000.0,582700000.0,0.35549,0.1427,0.10031,0.21976,0.08301,1.73629,1.84126,1.64731,0.23479,5.63087,5.50164,56.13255,25.57383,9.77685,6.0,3.0,63064.42,2.4,3.9,156916.01,2.92,1.91,3.89,0.42,4.9,98.95,1.5944
1197,CR,2019,594500000.0,991400000.0,525900000.0,0.35911,0.14651,0.0406,0.09029,0.03013,3.94524,1.6362,1.99648,0.22411,2.2291,2.19967,54.90134,24.64381,8.79431,6.0,2.16,65279.53,1.8,3.67,-244072.01,2.29,2.06,3.68,0.13,5.28,81.21,1.1293
1198,CR,2020,435600000.0,1218600000.0,488500000.0,0.34261,0.10491,0.06163,0.11822,0.03922,2.6989,1.4894,2.01417,0.26405,3.10463,3.07823,50.37564,26.2247,8.37907,6.0,-3.49,63543.58,1.2,8.31,725723.97,-3.41,1.55,8.11,-0.02,3.54,56.2,0.4735
1199,CRD-A,2010,99527000.0,223328000.0,29742000.0,0.24447,0.06205,0.0255,0.29747,0.03452,1.04992,1.27814,7.61772,0.27213,0.5379,0.53214,21.09223,1.69976,0.56475,5.0,2.56,48466.66,1.6,9.63,178952.99,2.71,1.69,9.61,0.44,3.25,2.05,0.0
1200,CRD-A,2011,103781000.0,214187000.0,47943000.0,0.24223,0.05941,0.03748,0.32833,0.05547,1.05592,1.28875,4.91864,0.26169,0.8484,0.837,22.63509,2.49401,0.89585,6.0,1.55,49882.56,3.2,8.95,123357.0,1.55,3.09,8.93,0.59,3.25,3.75,0.8293
1201,CRD-A,2012,134464000.0,166406000.0,123073000.0,0.2607,0.0803,0.03861,0.34477,0.05769,2.51745,1.21558,4.97617,0.19637,0.90151,0.88944,23.34799,2.51155,2.26951,7.0,2.25,51602.93,2.1,8.07,239066.01,2.28,1.82,8.08,0.63,3.25,4.31,1.1024
1202,CRD-A,2013,118599000.0,137645000.0,92384000.0,0.25291,0.06757,0.04067,0.24564,0.06452,1.81223,1.16474,2.8069,0.17422,0.93464,0.91778,22.98058,3.66326,1.69378,6.0,1.84,53106.54,1.5,7.38,-62642.0,1.84,1.32,7.36,0.64,3.25,7.35,2.5854
