Ticker,EBITDA,Total.Debt,Free.Cash.Flow,Gross.Profit.Margin,Operating.Margin,Net.Profit.Margin,Return.on.Equity,Return.on.Assets,Free.Cash.Flow.to.Net.Income,Current.Ratio,Liabilities.to.Equity.Ratio,Debt.Ratio,Earnings.Per.Share..Basic,Earnings.Per.Share..Diluted,Sales.Per.Share,Equity.Per.Share,Free.Cash.Flow.Per.Share,Dividends.Per.Share,Pietroski.F.Score,Economic growth: the rate of change of real GDP,GDP per capita current U.S. dollars,Inflation: percent change in the Consumer Price Index,Unemployment rate,Net portfolio equity inflows,Economic growth forecast,Inflation forecast,Unemployment rate forecast,Political stability index (-2.5 weak; 2.5 strong),1_year_results,3_year_results,6_year_results
GPN,505776000.0,963469000.0,-109534000.0,0.63716,0.16583,0.09096,0.16798,0.06916,-0.50681,1.72485,1.42891,0.3083,1.38957,1.3814,15.27591,7.36871,-0.70424,0.03985,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,30.37,125.44,320.71
GPRE,158705000.0,735179000.0,142323000.0,0.07636,0.03547,0.01427,0.07956,0.02832,3.28001,1.54768,1.80925,0.47987,1.4376,1.13281,100.75244,18.06838,4.71534,0.08038,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-5.14,-21.18,-82.09
GPS,2685000000.0,1394000000.0,2664000000.0,0.38971,0.13308,0.07927,0.41803,0.16308,2.08125,1.81186,1.56336,0.1776,2.77657,2.7409,35.0282,6.64208,5.77874,0.69631,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.97,-42.46,-80.45
GRC,55509000.0,9000000.0,57597000.0,0.23912,0.10703,0.07686,0.11397,0.08465,1.91327,3.11536,0.3464,0.02531,1.14685,1.14685,14.92096,10.06274,2.19423,0.32999,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-4.93,-7.0,-7.03
GRMN,652836000.0,0.0,570284000.0,0.53472,0.21811,0.23269,0.16734,0.1255,0.93121,2.86714,0.33333,0.0,3.13397,3.11916,13.46828,18.72825,2.91838,1.79983,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-14.69,-8.66,30.01
GT,2082000000.0,6249000000.0,1703000000.0,0.21075,0.0696,0.03071,0.2454,0.03423,2.83833,1.7202,6.16851,0.35654,2.43902,2.16606,79.43089,4.49593,6.92276,0.16667,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,1.07,41.41,-76.18
GWR,517221000.0,1624712000.0,294755000.0,0.33374,0.23943,0.17159,0.12524,0.0506,1.0951,1.20114,1.47541,0.30541,5.00403,4.7488,29.16344,39.93075,5.47994,0.03977,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.44,-32.08,
GWW,1477467000.0,542799000.0,1650754000.0,0.43829,0.13741,0.08445,0.23958,0.15135,2.07112,2.54584,0.58298,0.10307,11.47549,11.29323,135.88207,46.79885,23.76707,3.67812,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-6.91,-5.86,-4.21
HAL,6038000000.0,7816000000.0,3764000000.0,0.15206,0.14074,0.07227,0.15608,0.07272,1.77129,2.64942,1.14638,0.26746,2.36637,2.35588,32.74165,15.12361,4.19154,0.51782,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-26.65,-16.94,-88.77
HAS,648078000.0,1396617000.0,614885000.0,0.59019,0.11442,0.07011,0.16564,0.06501,2.14846,1.81948,1.54792,0.31725,2.19838,2.19838,31.35634,12.92261,4.72313,1.19928,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,10.64,81.76,17.28
HAYN,46116000.0,0.0,29285000.0,0.15251,0.0662,0.0447,0.06064,0.03609,1.35723,8.13045,0.68029,0.0,1.76516,1.75914,39.49218,29.10731,2.39573,0.88753,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-16.64,-33.86,-60.98
HBI,606076000.0,1684982000.0,756189000.0,0.34826,0.11132,0.07141,0.26856,0.0808,2.28806,2.24529,2.32356,0.41197,0.8274,0.81144,11.58584,3.0809,1.89314,0.14881,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,76.29,6.38,-54.64
HCHC,-12389000.0,0.0,-51372000.0,0.04496,-0.15759,0.4838,2.05124,1.27288,-0.4603,2.36278,0.6115,0.0,7.94518,7.94518,16.42244,3.87335,-3.65715,8.52766,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,249.07,56.8,-56.27
HCSG,68992000.0,18325000.0,68796000.0,0.13461,0.0546,0.04099,0.16528,0.1108,1.45974,3.11991,0.49168,0.04308,0.681,0.67284,16.61547,4.12021,0.99408,0.6749,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,13.52,46.65,-25.65
HD,10923000000.0,14724000000.0,12993000000.0,0.34754,0.1163,0.06833,0.43004,0.1329,2.41281,1.42143,2.23575,0.36339,3.77895,3.75523,55.30667,8.78737,9.11789,1.57404,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,42.54,87.04,139.72
HEI,220380000.0,377515000.0,227995000.0,0.36796,0.182,0.10151,0.13087,0.06679,2.2266,2.7372,0.95924,0.24626,1.54448,1.52871,15.2155,9.14577,3.43894,1.81545,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.5,45.18,178.91
HES,5860000000.0,5798000000.0,3822000000.0,0.8551,0.26653,0.42436,0.20384,0.11816,0.75653,1.31122,0.72506,0.13561,15.00891,14.8196,35.36839,73.44029,11.35472,0.69816,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-16.17,-44.21,-57.2
HFC,1549520000.0,997519000.0,1171510000.0,0.13731,0.06181,0.0365,0.11133,0.07317,1.59207,2.32694,0.52158,0.09919,3.67152,3.65665,100.59206,29.93539,5.8453,3.22285,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-14.82,-44.61,-51.92
HI,207500000.0,664300000.0,193800000.0,0.33391,0.07603,0.04081,0.11001,0.03165,3.05678,1.37358,2.47597,0.33162,1.01116,1.00635,24.77512,9.0638,3.09091,0.77671,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-4.93,11.62,-41.27
HII,724000000.0,1779000000.0,519000000.0,0.18138,0.07302,0.03827,0.1716,0.04193,1.98851,1.92241,3.0927,0.28578,5.25151,5.17857,137.22334,30.60362,10.44266,0.50302,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,39.12,103.79,89.43
HLF,820000000.0,931300000.0,980300000.0,0.80034,0.15238,0.10932,0.95666,0.21324,1.85839,1.78152,3.48622,0.37648,2.57066,2.45577,23.51511,2.68713,4.77729,0.5999,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-21.85,4.99,6.11
HLIO,63398000.0,0.0,63761000.0,0.40416,0.27365,0.18505,0.19842,0.17793,1.67863,9.20645,0.11519,0.0,1.44944,1.44944,7.83282,7.30474,2.43307,0.36003,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-6.0,-17.78,-12.97
HNI,155401000.0,150681000.0,151255000.0,0.34724,0.05281,0.03091,0.14592,0.05612,2.37512,1.01359,1.60005,0.13279,1.40734,1.38573,45.5234,9.64247,3.3426,0.96118,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,49.1,25.34,-32.88
HNRG,49730000.0,16000000.0,11820000.0,0.38837,0.20241,0.14573,0.12312,0.08651,0.52714,3.87854,0.42323,0.06173,0.78416,0.78416,5.38101,6.36895,0.41336,0.12156,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,43.38,-9.57,-88.18
HOFT,14994000.0,0.0,10256000.0,0.23971,0.05477,0.03473,0.05882,0.051,1.29348,8.29395,0.15339,0.0,0.73951,0.73744,21.29202,12.57256,0.95654,0.40114,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,22.48,94.77,4.07
HOG,1380782000.0,5259170000.0,1485992000.0,0.39636,0.20572,0.12441,0.24389,0.07804,2.02453,1.58943,2.12513,0.55919,3.29922,3.27572,26.51926,13.5273,6.67937,0.84364,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-10.55,-10.17,-70.65
HON,6490000000.0,8829000000.0,6414000000.0,0.27374,0.14085,0.10047,0.22112,0.08637,1.63456,1.49242,1.5603,0.19432,4.7825,4.71711,47.59949,21.28845,7.81726,1.64901,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,12.26,36.07,50.75
HP,1393361000.0,195000000.0,948203000.0,0.45308,0.27681,0.21745,0.16577,0.11758,1.2872,2.78197,0.40981,0.03113,6.93072,6.82838,31.87263,41.80915,8.92124,0.8755,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-35.57,-39.6,-83.42
HPQ,11764000000.0,22587000000.0,11632000000.0,0.22198,0.0637,0.04553,0.18488,0.04838,2.27499,1.10639,2.82109,0.21374,2.64374,2.62205,58.06515,14.09979,6.01448,0.57135,9,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,0.16,-46.86,-47.14
HRB,863390000.0,906680000.0,1061773000.0,0.47332,0.26531,0.14933,0.34344,0.09563,2.44677,1.46567,2.5913,0.19981,1.58922,1.58168,10.64226,4.62741,3.88847,0.79544,8,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,10.67,-23.42,-47.7
HRC,249700000.0,307000000.0,270800000.0,0.45467,0.09358,0.06118,0.12228,0.06617,2.57905,1.99189,0.84791,0.19347,1.75263,1.74274,28.6463,14.33317,4.52011,0.52078,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,26.54,84.2,170.42
HRL,910326000.0,250000000.0,1060143000.0,0.16143,0.08975,0.06013,0.15866,0.10704,2.01467,2.61147,0.48221,0.05086,0.99542,0.97366,16.55522,6.26339,2.00544,0.32976,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,17.43,43.07,83.61
HSII,50838000.0,35500000.0,74478000.0,0.33575,0.07186,0.0132,0.02561,0.01147,11.73436,1.65413,1.23188,0.06417,0.35111,0.34812,26.60801,13.71207,4.12004,0.40162,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,24.73,33.0,9.63
HST,1219000000.0,4759000000.0,1488000000.0,0.33024,0.09911,0.06136,0.04254,0.02474,4.69401,1.63682,0.71954,0.37139,0.42585,0.42385,6.93982,9.70983,1.99893,0.42047,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,2.76,-8.37,-39.82
HSY,1539084000.0,1962017000.0,1848434000.0,0.45911,0.18724,0.11481,0.5077,0.15314,2.2529,1.76654,2.31517,0.36622,3.65994,3.61118,31.87709,7.15881,8.24546,1.75666,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-1.85,4.68,25.46
HTLD,148681000.0,75000000.0,140401000.0,0.39709,0.13573,0.12122,0.1775,0.09738,1.98919,1.62926,0.8228,0.10347,0.82834,0.82609,6.83328,4.6668,1.64773,0.08052,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,8.65,-9.53,-19.28
HTZ,1751000000.0,16228000000.0,-8435000000.0,0.46385,0.13104,0.03248,0.1306,0.01428,-24.1,0.63552,8.14776,0.66194,3.34158,3.34158,102.8728,25.58692,-80.53198,4.60183,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-19.87,-83.35,-92.4
HUN,1109000000.0,3910000000.0,730000000.0,0.15823,0.05966,0.01345,0.06999,0.01622,4.89933,1.92635,3.31564,0.42556,0.62161,0.61469,46.22028,8.26033,3.04547,0.50063,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-6.6,-3.91,-35.08
HURC,17035000.0,3665000.0,22260000.0,0.28555,0.07076,0.04248,0.05406,0.03877,2.71795,3.28488,0.39437,0.01735,1.26878,1.26058,29.86894,23.46878,3.44849,0.10008,3,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,19.24,9.14,5.49
HWM,2547000000.0,8319000000.0,833000000.0,0.16264,0.04885,-0.09921,-0.16898,-0.06393,-0.36455,1.14152,1.64325,0.23275,-6.40718,-6.40718,64.58216,29.54875,2.33575,0.37013,5,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,5.25,-28.6,-54.42
HXL,330200000.0,295000000.0,206200000.0,0.27053,0.16142,0.11197,0.16193,0.10234,1.09739,2.44287,0.5823,0.16067,1.879,1.84035,16.782,11.604,2.062,0.0,4,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,15.0,22.0,-2.59
IAC,544955000.0,1080000000.0,617519000.0,0.67669,0.14099,0.09454,0.16125,0.06749,2.16079,2.51388,1.38942,0.25504,0.74581,0.71776,7.88907,4.40186,1.61154,0.20666,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-7.72,1.08,137.08
IBM,24169000000.0,39718000000.0,21835000000.0,0.49493,0.19814,0.16756,0.71887,0.13059,1.3247,1.27885,4.50495,0.31467,15.06003,14.94322,89.87593,20.82438,19.94999,3.70767,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,-16.22,-10.02,-43.42
IDA,425518000.0,1671072000.0,180119000.0,0.68262,0.2341,0.14638,0.09835,0.034,0.9874,1.90361,1.89235,0.3115,3.64455,3.63917,24.89839,36.97455,3.59864,1.575,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,11.72,51.97,56.17
IDT,48660000.0,28221000.0,71495000.0,0.16355,0.02083,0.00716,0.13022,0.02666,6.15965,0.88394,3.88475,0.06482,0.556,0.52014,77.63063,4.24425,3.42475,0.82022,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,3.89,-23.74,-65.88
IEX,474847000.0,773876000.0,591137000.0,0.43148,0.1954,0.12609,0.16225,0.08838,2.31623,3.2532,0.83573,0.268,3.13082,3.09393,24.83077,19.29645,7.2517,0.89435,9,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,4.6,26.64,71.91
IFF,599566000.0,932814000.0,642664000.0,0.4349,0.17486,0.11973,0.24099,0.10611,1.81778,2.94968,1.27104,0.27998,4.34746,4.3152,36.31116,17.9911,7.90271,1.07409,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,26.29,43.2,18.42
IGT,725700000.0,2617900000.0,582600000.0,0.57414,0.21101,0.11646,0.21745,0.05912,2.13641,1.17733,2.67818,0.56753,1.03846,1.02828,8.91698,4.7757,2.21858,0.30084,7,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,30.6,70.8,-53.54
IHT,1796483.0,18934138.0,755030.0,0.46997,0.00087,-0.06865,-0.35206,-0.04022,-0.7389,0.09988,7.75427,0.74519,-0.1221,-0.1221,1.77867,0.24511,0.09022,0.00997,6,2.53,55049.99,1.6,6.17,154312.0,2.53,0.52,6.16,0.58,33.0,-4.43,-43.35
